SD_front,SD_left,SD_right,SD_back,Class
0.978,0.795,2.942,5.051,0
0.950,0.812,2.952,5.051,2
0.934,0.791,2.905,1.592,2
0.904,0.790,2.895,1.646,2
0.925,0.798,2.867,1.652,2
0.884,0.792,2.896,1.624,2
0.881,0.807,2.906,1.660,2
0.841,0.787,2.841,1.651,2
0.851,0.802,2.854,1.312,2
0.833,0.809,2.872,1.658,2
0.834,0.810,2.837,1.672,2
0.848,0.802,2.877,1.010,2
0.862,0.797,2.877,1.005,2
0.824,0.795,2.858,1.018,2
0.836,0.808,2.858,1.005,2
0.836,0.902,2.878,1.013,2
0.835,0.911,2.841,0.987,2
0.860,0.897,2.395,0.985,2
0.847,0.896,2.415,0.969,2
0.819,0.805,2.877,0.954,2
0.818,0.807,2.900,0.936,2
0.855,0.801,2.249,5.076,2
0.842,0.781,2.191,4.339,2
0.828,0.776,2.250,1.009,2
0.841,0.781,2.220,0.975,2
0.841,0.780,2.225,0.924,2
0.816,0.768,2.245,0.957,2
0.842,0.788,2.245,0.943,2
0.832,0.781,2.858,0.955,2
0.832,0.788,2.861,0.926,2
0.856,0.780,2.241,0.938,2
0.850,0.418,2.211,0.920,2
1.633,0.413,2.759,0.906,1
0.905,0.401,2.737,0.917,2
0.847,0.392,2.756,0.915,2
0.842,0.391,2.719,0.938,2
0.853,0.407,2.701,0.913,2
0.852,0.384,2.928,0.929,2
0.851,0.393,2.818,0.965,2
0.828,0.409,2.707,0.938,2
0.831,0.780,2.934,0.922,2
0.835,0.770,2.721,0.920,2
1.859,0.398,2.703,0.916,1
1.838,0.395,2.518,0.902,1
1.850,0.379,2.707,0.890,1
1.021,0.370,2.747,0.928,1
1.860,0.370,2.767,0.891,1
0.987,0.370,2.710,0.905,1
1.019,0.377,2.726,0.930,1
1.871,0.384,2.706,0.918,1
1.833,0.391,2.729,0.930,1
1.015,0.377,2.768,0.931,1
1.002,0.384,2.749,0.893,1
1.002,0.370,2.711,0.919,1
1.008,0.391,2.746,0.907,1
0.991,0.370,2.746,0.894,1
0.972,0.384,2.728,0.907,1
0.975,0.384,2.769,0.920,1
0.988,0.377,2.750,0.932,1
0.997,0.391,2.712,0.920,1
1.000,0.391,2.769,0.932,1
1.012,0.377,2.766,0.894,1
1.012,0.377,2.754,0.932,1
0.974,0.377,2.713,0.898,1
1.008,0.377,2.729,0.898,1
1.000,0.384,2.751,0.924,1
0.983,0.380,2.735,0.933,1
1.010,0.380,2.714,0.923,1
0.982,0.764,2.735,0.916,0
0.988,0.784,2.768,0.918,0
0.954,0.784,2.774,0.940,0
0.986,0.767,2.739,0.930,0
0.954,0.767,2.743,0.939,0
0.945,0.760,2.785,0.954,2
0.938,0.746,2.270,0.970,2
1.756,0.417,2.264,0.966,1
1.769,0.398,2.224,0.947,1
2.734,0.392,2.201,0.979,1
2.747,0.418,2.215,1.000,1
2.749,0.430,2.765,0.971,1
2.736,0.733,2.808,1.005,0
2.724,0.729,2.831,1.001,0
2.701,0.718,2.818,0.994,0
2.664,0.714,2.840,1.040,0
2.693,0.501,2.786,1.047,1
2.685,0.701,2.846,1.043,0
2.663,0.481,2.199,1.065,1
2.663,0.496,2.188,0.976,1
2.631,0.703,2.125,0.984,0
2.627,0.692,2.108,1.007,0
2.629,0.689,2.135,1.010,0
2.577,0.671,2.148,1.009,0
1.537,0.688,2.169,1.035,0
1.519,0.678,2.140,1.062,0
1.517,0.552,2.138,1.089,0
1.526,0.561,2.133,1.079,0
1.506,0.653,2.127,1.096,0
1.491,0.667,2.117,1.138,0
1.448,0.609,2.106,1.183,0
1.443,0.618,2.093,0.609,0
1.436,0.633,2.052,0.633,0
1.409,0.655,2.873,0.670,0
1.402,0.638,2.897,0.674,0
1.345,0.648,2.093,0.660,0
2.352,0.623,2.105,0.689,0
2.305,0.626,2.866,0.731,0
2.297,0.629,2.159,0.738,0
2.276,0.625,2.210,0.766,0
2.269,0.619,2.904,0.741,0
2.223,0.623,2.137,0.770,0
2.241,0.606,2.936,0.802,0
2.210,0.598,2.917,0.829,0
2.203,0.616,2.138,0.833,0
2.173,0.606,2.894,0.859,0
2.141,0.610,2.881,0.849,0
2.135,0.607,2.828,0.877,0
2.090,0.597,2.240,0.903,0
2.097,0.593,2.213,0.919,0
2.065,0.597,2.215,0.896,0
2.072,0.594,2.779,0.949,0
2.028,0.590,2.141,0.963,0
2.022,0.587,1.950,0.966,0
2.004,0.569,1.919,0.955,0
1.959,0.558,1.956,0.969,0
1.954,0.568,1.918,1.009,0
1.961,0.571,2.019,1.023,0
0.657,0.554,1.970,1.025,2
0.639,0.543,1.946,1.053,2
0.648,0.546,1.947,1.067,2
0.615,0.549,1.946,1.082,2
0.640,0.531,1.962,1.107,2
0.649,0.541,1.908,1.082,2
0.607,0.531,1.923,1.121,2
0.855,0.534,1.924,1.115,2
0.878,0.518,1.926,1.139,2
0.879,0.517,1.943,1.109,2
0.867,0.524,1.947,1.114,2
0.867,0.523,1.928,1.113,2
0.854,0.530,1.909,1.128,2
0.841,0.523,1.910,1.150,2
0.841,0.536,1.870,1.161,2
0.867,0.514,1.930,1.121,2
0.881,0.513,1.930,1.129,2
1.619,0.519,1.942,1.103,1
1.581,0.525,1.978,1.089,1
1.610,0.510,2.061,1.110,1
1.831,0.516,2.119,1.096,1
1.819,0.530,2.007,1.083,1
1.830,0.509,2.064,1.122,1
1.805,0.516,2.032,1.122,1
1.793,0.530,2.084,1.084,1
1.805,0.509,2.065,1.097,1
1.829,0.508,2.007,1.123,1
1.814,0.508,2.035,1.125,1
1.810,0.514,2.005,1.103,1
0.628,0.514,2.093,1.133,2
0.629,0.527,1.975,1.138,2
0.667,0.527,2.007,1.144,2
1.792,0.504,1.967,1.114,1
1.783,0.517,1.984,1.121,1
1.762,0.502,1.934,1.154,1
1.729,0.501,1.949,1.147,1
1.761,0.500,1.909,1.178,1
1.742,0.521,1.908,1.146,1
1.547,0.514,1.904,1.165,1
1.740,0.507,1.959,1.197,1
1.530,0.508,1.957,1.166,1
1.501,0.501,1.936,1.200,1
1.474,0.502,1.934,1.208,1
1.467,0.503,1.950,1.217,1
1.482,0.505,1.890,1.241,1
